,V1,N05B
3567,NA,1.261381275
3568,NA,1.490768192
3569,NA,1.394508449
3570,NA,1.2899373
3571,NA,0.762890514
3572,NA,0.77264138
3573,NA,0.649960255
3574,NA,0.540044893
3575,NA,0.551753847
3576,NA,0.343432511
3577,NA,0.074630166
3578,NA,0.057620262
3579,NA,0.044885988
3580,NA,0.027922924
3581,NA,0.044380791
3582,NA,0.044380791
3583,NA,0.044380791
3584,NA,0.044380791
3585,NA,0.044380791
3586,NA,0.044380791
3587,NA,4.71E-06
3588,NA,0.038942422
3589,NA,0.077381602
3590,NA,0.620991669
3591,NA,0.946069831
3592,NA,1.118116179
3593,NA,1.045918787
3594,NA,0.967487617
3595,NA,0.572188373
3596,NA,0.579501784
3597,NA,0.487487646
3598,NA,0.405048173
3599,NA,0.413830203
3600,NA,0.257583606
3601,NA,0.055974629
3602,NA,0.043216744
3603,NA,0.033665696
3604,NA,0.020942943
3605,NA,0.055724831
3606,NA,0.055724831
3607,NA,0.055724831
3608,NA,0.055724831
3609,NA,0.055724831
3610,NA,0.055724831
3611,NA,5.91E-06
3612,NA,0.048896376
3613,NA,0.097160879
3614,NA,0.779721468
3615,NA,1.187891873
3616,NA,1.403914467
3617,NA,1.313262918
3618,NA,1.214784195
3619,NA,0.71844371
3620,NA,0.727626479
3621,NA,0.612092886
3622,NA,0.508581309
3623,NA,0.519608087
3624,NA,0.323423771
3625,NA,0.070282134
3626,NA,0.054263245
3627,NA,0.042270883
3628,NA,0.026296105
3629,NA,0.040561287
3630,NA,0.040561287
3631,NA,0.040561287
3632,NA,0.040561287
3633,NA,0.040561287
3634,NA,0.040561287
3635,NA,4.31E-06
3636,NA,0.035590956
3637,NA,0.07072198
3638,NA,0.567547828
3639,NA,0.864649083
3640,NA,1.021888762
3641,NA,0.955904829
3642,NA,0.88422361
3643,NA,0.522944646
3644,NA,0.529628649
3645,NA,0.44553344
3646,NA,0.37018888
3647,NA,0.37821511
3648,NA,0.235415422
3649,NA,0.051157335
3650,NA,0.039497421
3651,NA,0.030768356
3652,NA,0.019140549
3653,NA,0.024498724
3654,NA,0.024498724
3655,NA,0.024498724
3656,NA,0.024498724
3657,NA,0.024498724
3658,NA,0.024498724
3659,NA,2.60E-06
3660,NA,0.021496679
3661,NA,0.042715563
3662,NA,0.342794775
3663,NA,0.52224178
3664,NA,0.617213407
3665,NA,0.57735959
3666,NA,0.534064653
3667,NA,0.315854776
3668,NA,0.319891866
3669,NA,0.269098969
3670,NA,0.223591401
3671,NA,0.228439186
3672,NA,0.142189209
3673,NA,0.03089866
3674,NA,0.023856156
3675,NA,0.018583864
3676,NA,0.011560753
3677,NA,0.082066907
3678,NA,0.082066907
3679,NA,0.082066907
3680,NA,0.082066907
3681,NA,0.082066907
3682,NA,0.082066907
3683,NA,8.71E-06
3684,NA,0.072010526
3685,NA,0.143090481
3686,NA,1.148309085
3687,NA,1.749428591
3688,NA,2.067568744
3689,NA,1.934064665
3690,NA,1.789033371
3691,NA,1.058064286
3692,NA,1.071587908
3693,NA,0.901439618
3694,NA,0.748996355
3695,NA,0.765235678
3696,NA,0.476311695
3697,NA,0.103505696
3698,NA,0.079914405
3699,NA,0.062253049
3700,NA,0.038726721
3701,NA,0.09905722
3702,NA,0.09905722
3703,NA,0.09905722
3704,NA,0.09905722
3705,NA,0.09905722
3706,NA,0.09905722
3707,NA,1.05E-05
3708,NA,0.086918866
3709,NA,0.172714505
3710,NA,1.38604353
3711,NA,2.111612815
3712,NA,2.495617527
3713,NA,2.334474098
3714,NA,2.159416973
3715,NA,1.277115349
3716,NA,1.293438766
3717,NA,1.088064673
3718,NA,0.90406108
3719,NA,0.923662431
3720,NA,0.574922512
3721,NA,0.124934481
3722,NA,0.096459085
3723,NA,0.075141299
3724,NA,0.046744315
3725,NA,0.108797708
3726,NA,0.108797708
3727,NA,0.108797708
3728,NA,0.108797708
3729,NA,0.108797708
3730,NA,0.108797708
3731,NA,1.15E-05
3732,NA,0.095465767
3733,NA,0.189697857
3734,NA,1.522335881
3735,NA,2.319251804
3736,NA,2.741016444
3737,NA,2.564027468
3738,NA,2.371756637
3739,NA,1.402696581
3740,NA,1.420625111
3741,NA,1.195056185
3742,NA,0.992959162
3743,NA,1.014487951
3744,NA,0.631455758
3745,NA,0.137219531
3746,NA,0.105944094
3747,NA,0.082530089
3748,NA,0.051340774
3749,NA,0.081601203
3750,NA,0.081601203
3751,NA,0.081601203
3752,NA,0.081601203
3753,NA,0.081601203
3754,NA,0.081601203
3755,NA,8.66E-06
3756,NA,0.071601889
3757,NA,0.142278487
3758,NA,1.141792794
3759,NA,1.739501137
3760,NA,2.055835944
3761,NA,1.923089459
3762,NA,1.778881172
3763,NA,1.052060105
3764,NA,1.065506985
3765,NA,0.896324233
3766,NA,0.744746037
3767,NA,0.760893207
3768,NA,0.473608777
3769,NA,0.102918334
3770,NA,0.079460916
3771,NA,0.061899783
3772,NA,0.038506959
3773,NA,0.102459039
3774,NA,0.102459039
3775,NA,0.102459039
3776,NA,0.102459039
3777,NA,0.102459039
3778,NA,0.102459039
3779,NA,1.09E-05
3780,NA,0.089903831
3781,NA,0.178645861
3782,NA,1.433642989
3783,NA,2.184129751
3784,NA,2.581321939
3785,NA,2.414644527
3786,NA,2.233575597
3787,NA,1.320974001
3788,NA,1.337857996
3789,NA,1.125430953
3790,NA,0.935108315
3791,NA,0.955382814
3792,NA,0.594666481
3793,NA,0.129224977
3794,NA,0.09977168
3795,NA,0.077721799
3796,NA,0.048349607
3797,NA,0.074578433
3798,NA,0.074578433
3799,NA,0.074578433
3800,NA,0.074578433
3801,NA,0.074578433
3802,NA,0.074578433
3803,NA,7.92E-06
3804,NA,0.065439681
3805,NA,0.130033703
3806,NA,1.043527718
3807,NA,1.589796032
3808,NA,1.878906404
3809,NA,1.757584359
3810,NA,1.625786939
3811,NA,0.961517613
3812,NA,0.973807226
3813,NA,0.819184695
3814,NA,0.680651636
3815,NA,0.695409147
3816,NA,0.432849015
3817,NA,0.094060967
3818,NA,0.072622343
3819,NA,0.056572558
3820,NA,0.03519297
3821,NA,0.045044833
3822,NA,0.045044833
3823,NA,0.045044833
3824,NA,0.045044833
3825,NA,0.045044833
3826,NA,0.045044833
3827,NA,4.78E-06
3828,NA,0.039525093
3829,NA,0.078539415
3830,NA,0.63028318
3831,NA,0.960225283
3832,NA,1.134845852
3833,NA,1.061568216
3834,NA,0.981963529
3835,NA,0.580749671
3836,NA,0.588172508
3837,NA,0.494781619
3838,NA,0.411108656
3839,NA,0.420022085
3840,NA,0.261437668
3841,NA,0.056812142
3842,NA,0.043863369
3843,NA,0.034169415
3844,NA,0.021256299
3845,NA,0.048301576
3846,NA,0.048301576
3847,NA,0.048301576
3848,NA,0.048301576
3849,NA,0.048301576
3850,NA,0.048301576
3851,NA,5.13E-06
3852,NA,0.042382759
3853,NA,0.084217817
3854,NA,0.675852677
3855,NA,1.029649606
3856,NA,1.216895249
3857,NA,1.138319637
3858,NA,1.052959529
3859,NA,0.622737893
3860,NA,0.630697401
3861,NA,0.530554349
3862,NA,0.440831827
3863,NA,0.450389698
3864,NA,0.280339621
3865,NA,0.060919662
3866,NA,0.047034692
3867,NA,0.036639865
3868,NA,0.02279313
3869,NA,0.058301452
3870,NA,0.058301452
3871,NA,0.058301452
3872,NA,0.058301452
3873,NA,0.058301452
3874,NA,0.058301452
3875,NA,6.19E-06
3876,NA,0.051157262
3877,NA,0.101653433
3878,NA,0.815774465
3879,NA,1.242817977
3880,NA,1.468829088
3881,NA,1.373985967
3882,NA,1.270953754
3883,NA,0.751663327
3884,NA,0.761270693
3885,NA,0.640395022
3886,NA,0.532097246
3887,NA,0.543633883
3888,NA,0.338378337
3889,NA,0.073531861
3890,NA,0.056772285
3891,NA,0.044225417
3892,NA,0.027511992
3893,NA,0.064034347
3894,NA,0.064034347
3895,NA,0.064034347
3896,NA,0.064034347
3897,NA,0.064034347
3898,NA,0.064034347
3899,NA,6.80E-06
3900,NA,0.056187655
3901,NA,0.111649212
3902,NA,0.895991153
3903,NA,1.365026682
3904,NA,1.613261905
3905,NA,1.509092674
3906,NA,1.395929104
3907,NA,0.825575842
3908,NA,0.836127918
3909,NA,0.703366308
3910,NA,0.584419401
3911,NA,0.597090458
3912,NA,0.371651736
3913,NA,0.080762391
3914,NA,0.062354814
3915,NA,0.048574188
3916,NA,0.0302173
3917,NA,0.04802748
3918,NA,0.04802748
3919,NA,0.04802748
3920,NA,0.04802748
3921,NA,0.04802748
3922,NA,0.04802748
3923,NA,5.10E-06
3924,NA,0.04214225
3925,NA,0.083739908
3926,NA,0.672017426
3927,NA,1.023806669
3928,NA,1.209989753
3929,NA,1.131860033
3930,NA,1.046984316
3931,NA,0.619204052
3932,NA,0.627118393
3933,NA,0.52754362
3934,NA,0.438330245
3935,NA,0.447833878
3936,NA,0.278748783
3937,NA,0.060573962
3938,NA,0.046767785
3939,NA,0.036431945
3940,NA,0.022663786
3941,NA,0.060303639
3942,NA,0.060303639
3943,NA,0.060303639
3944,NA,0.060303639
3945,NA,0.060303639
3946,NA,0.060303639
3947,NA,6.40E-06
3948,NA,0.052914103
3949,NA,0.105144412
3950,NA,0.843789764
3951,NA,1.28549879
3952,NA,1.519271567
3953,NA,1.421171346
3954,NA,1.314600804
3955,NA,0.777476923
3956,NA,0.787414225
3957,NA,0.662387446
3958,NA,0.550370511
3959,NA,0.562303339
3960,NA,0.349998914
3961,NA,0.076057089
3962,NA,0.058721957
3963,NA,0.045744205
3964,NA,0.028456808
3965,NA,0.043894135
3966,NA,0.043894135
3967,NA,0.043894135
3968,NA,0.043894135
3969,NA,0.043894135
3970,NA,0.043894135
3971,NA,4.66E-06
3972,NA,0.0385154
3973,NA,0.076533076
3974,NA,0.614182202
3975,NA,0.935695727
3976,NA,1.105855505
3977,NA,1.034449792
3978,NA,0.956878657
3979,NA,0.565914057
3980,NA,0.573147273
3981,NA,0.482142113
3982,NA,0.400606628
3983,NA,0.409292358
3984,NA,0.25475908
3985,NA,0.055360841
3986,NA,0.042742852
3987,NA,0.033296536
3988,NA,0.020713293
3989,NA,0.026511739
3990,NA,0.026511739
3991,NA,0.026511739
3992,NA,0.026511739
3993,NA,0.026511739
3994,NA,0.026511739
3995,NA,2.81E-06
3996,NA,0.023263022
3997,NA,0.046225423
3998,NA,0.370961599
3999,NA,0.565153438
4000,NA,0.667928711
4001,NA,0.624800178
4002,NA,0.577947774
4003,NA,0.341807989
4004,NA,0.346176799
4005,NA,0.291210343
4006,NA,0.2419635
4007,NA,0.247209618
4008,NA,0.153872638
4009,NA,0.033437546
4010,NA,0.025816373
4011,NA,0.020110866
4012,NA,0.012510679
4013,NA,0.048664615
4014,NA,0.048664615
4015,NA,0.048664615
4016,NA,0.048664615
4017,NA,0.048664615
4018,NA,0.048664615
4019,NA,5.17E-06
4020,NA,0.042701311
4021,NA,0.084850805
4022,NA,0.680932444
4023,NA,1.037388541
4024,NA,1.226041538
4025,NA,1.146875346
4026,NA,1.060873663
4027,NA,0.627418445
4028,NA,0.635437777
4029,NA,0.534542041
4030,NA,0.444145157
4031,NA,0.453774865
4032,NA,0.282446678
4033,NA,0.06137754
4034,NA,0.047388209
4035,NA,0.036915253
4036,NA,0.022964445
4037,NA,0.058739651
4038,NA,0.058739651
4039,NA,0.058739651
4040,NA,0.058739651
4041,NA,0.058739651
4042,NA,0.058739651
4043,NA,6.23E-06
4044,NA,0.051541764
4045,NA,0.102417469
4046,NA,0.821905896
4047,NA,1.252159104
4048,NA,1.479868934
4049,NA,1.384312963
4050,NA,1.280506351
4051,NA,0.757312893
4052,NA,0.766992469
4053,NA,0.645208286
4054,NA,0.536096534
4055,NA,0.547719882
4056,NA,0.340921618
4057,NA,0.074084532
4058,NA,0.057198991
4059,NA,0.044557819
4060,NA,0.027718774
4061,NA,0.064515635
4062,NA,0.064515635
4063,NA,0.064515635
4064,NA,0.064515635
4065,NA,0.064515635
4066,NA,0.064515635
4067,NA,6.85E-06
4068,NA,0.056609966
4069,NA,0.112488377
4070,NA,0.902725499
4071,NA,1.37528634
4072,NA,1.62538732
4073,NA,1.520435145
4074,NA,1.406421027
4075,NA,0.831780941
4076,NA,0.842412327
4077,NA,0.70865287
4078,NA,0.588811947
4079,NA,0.601578241
4080,NA,0.374445102
4081,NA,0.081369408
4082,NA,0.062823478
4083,NA,0.048939276
4084,NA,0.030444415
4085,NA,0.048388459
4086,NA,0.048388459
4087,NA,0.048388459
4088,NA,0.048388459
4089,NA,0.048388459
4090,NA,0.048388459
4091,NA,5.14E-06
4092,NA,0.042458995
4093,NA,0.084369304
4094,NA,0.677068367
4095,NA,1.031501688
4096,NA,1.21908414
4097,NA,1.14036719
4098,NA,1.05485354
4099,NA,0.623858043
4100,NA,0.631831869
4101,NA,0.531508684
4102,NA,0.441624773
4103,NA,0.451199836
4104,NA,0.280843882
4105,NA,0.061029241
4106,NA,0.047119296
4107,NA,0.036705771
4108,NA,0.022834129
4109,NA,0.060756886
4110,NA,0.060756886
4111,NA,0.060756886
4112,NA,0.060756886
4113,NA,0.060756886
4114,NA,0.060756886
4115,NA,6.45E-06
4116,NA,0.05331181
4117,NA,0.105934686
4118,NA,0.850131761
4119,NA,1.295160709
4120,NA,1.530690543
4121,NA,1.431852992
4122,NA,1.324481457
4123,NA,0.783320507
4124,NA,0.793332498
4125,NA,0.667366007
4126,NA,0.554507143
4127,NA,0.566529659
4128,NA,0.352629536
4129,NA,0.076628741
4130,NA,0.059163316
4131,NA,0.046088022
4132,NA,0.028670692
4133,NA,0.044224047
4134,NA,0.044224047
4135,NA,0.044224047
4136,NA,0.044224047
4137,NA,0.044224047
4138,NA,0.044224047
4139,NA,4.69E-06
4140,NA,0.038804885
4141,NA,0.077108305
4142,NA,0.618798448
4143,NA,0.942728496
4144,NA,1.11416721
4145,NA,1.042224805
4146,NA,0.964070639
4147,NA,0.570167516
4148,NA,0.577455097
4149,NA,0.485765935
4150,NA,0.403617622
4151,NA,0.412368635
4152,NA,0.256673871
4153,NA,0.055776937
4154,NA,0.043064111
4155,NA,0.033546796
4156,NA,0.020868976
4157,NA,0.026711004
4158,NA,0.026711004
4159,NA,0.026711004
4160,NA,0.026711004
4161,NA,0.026711004
4162,NA,0.026711004
4163,NA,2.84E-06
4164,NA,0.023437869
4165,NA,0.046572858
4166,NA,0.373749778
4167,NA,0.56940118
4168,NA,0.672948921
4169,NA,0.62949623
4170,NA,0.58229168
4171,NA,0.344377048
4172,NA,0.348778694
4173,NA,0.293399105
4174,NA,0.243782119
4175,NA,0.249067667
4176,NA,0.155029158
4177,NA,0.033688866
4178,NA,0.026010411
4179,NA,0.020262021
4180,NA,0.01260471
4181,NA,0.047931411
4182,NA,0.047931411
4183,NA,0.047931411
4184,NA,0.047931411
4185,NA,0.047931411
4186,NA,0.047931411
4187,NA,5.09E-06
4188,NA,0.042057953
4189,NA,0.083572403
4190,NA,0.670673191
4191,NA,1.02175875
4192,NA,1.207569412
4193,NA,1.129595974
4194,NA,1.044890034
4195,NA,0.617965459
4196,NA,0.625863969
4197,NA,0.526488375
4198,NA,0.437453454
4199,NA,0.446938077
4200,NA,0.278191202
4201,NA,0.060452796
4202,NA,0.046674236
4203,NA,0.036359071
4204,NA,0.022618452
4205,NA,0.057854651
4206,NA,0.057854651
4207,NA,0.057854651
4208,NA,0.057854651
4209,NA,0.057854651
4210,NA,0.057854651
4211,NA,6.14E-06
4212,NA,0.050765211
4213,NA,0.100874398
4214,NA,0.80952267
4215,NA,1.233293477
4216,NA,1.457572523
4217,NA,1.363456244
4218,NA,1.261213632
4219,NA,0.745902856
4220,NA,0.755436594
4221,NA,0.635487271
4222,NA,0.528019448
4223,NA,0.539467673
4224,NA,0.33578513
4225,NA,0.07296834
4226,NA,0.056337203
4227,NA,0.04388649
4228,NA,0.02730115
4229,NA,0.063543611
4230,NA,0.063543611
4231,NA,0.063543611
4232,NA,0.063543611
4233,NA,0.063543611
4234,NA,0.063543611
4235,NA,6.74E-06
4236,NA,0.055757053
4237,NA,0.110793574
4238,NA,0.889124606
4239,NA,1.35456562
4240,NA,1.600898459
4241,NA,1.497527544
4242,NA,1.385231217
4243,NA,0.819248932
4244,NA,0.829720141
4245,NA,0.697975968
4246,NA,0.579940626
4247,NA,0.592514576
4248,NA,0.368803534
4249,NA,0.080143458
4250,NA,0.06187695
4251,NA,0.048201933
4252,NA,0.029985725
4253,NA,0.047659415
4254,NA,0.047659415
4255,NA,0.047659415
4256,NA,0.047659415
4257,NA,0.047659415
4258,NA,0.047659415
4259,NA,5.06E-06
4260,NA,0.041819287
4261,NA,0.083098156
4262,NA,0.666867332
4263,NA,1.015960592
4264,NA,1.200716837
4265,NA,1.123185874
4266,NA,1.038960613
4267,NA,0.6144587
4268,NA,0.622312388
4269,NA,0.52350072
4270,NA,0.434971044
4271,NA,0.444401844
4272,NA,0.276612555
4273,NA,0.060109746
4274,NA,0.046409374
4275,NA,0.036152744
4276,NA,0.022490099
4277,NA,0.059841494
4278,NA,0.059841494
4279,NA,0.059841494
4280,NA,0.059841494
4281,NA,0.059841494
4282,NA,0.059841494
4283,NA,6.35E-06
4284,NA,0.052508588
4285,NA,0.104338624
4286,NA,0.83732327
4287,NA,1.2756472
4288,NA,1.507628429
4289,NA,1.410280012
4290,NA,1.304526187
4291,NA,0.771518627
4292,NA,0.781379772
4293,NA,0.657311153
4294,NA,0.546152674
4295,NA,0.557994053
4296,NA,0.347316651
4297,NA,0.075474216
4298,NA,0.058271934
4299,NA,0.045393638
4300,NA,0.028238725
4301,NA,0.043557746
4302,NA,0.043557746
4303,NA,0.043557746
4304,NA,0.043557746
4305,NA,0.043557746
4306,NA,0.043557746
4307,NA,4.62E-06
4308,NA,0.038220232
4309,NA,0.075946555
4310,NA,0.609475335
4311,NA,0.928524899
4312,NA,1.097380635
4313,NA,1.026522149
4314,NA,0.949545491
4315,NA,0.5615771
4316,NA,0.568754883
4317,NA,0.478447154
4318,NA,0.397536526
4319,NA,0.406155692
4320,NA,0.2528067
4321,NA,0.054936575
4322,NA,0.042415286
4323,NA,0.033041364
4324,NA,0.020554554
4325,NA,0.026308563
4326,NA,0.026308563
4327,NA,0.026308563
4328,NA,0.026308563
4329,NA,0.026308563
4330,NA,0.026308563
4331,NA,2.79E-06
4332,NA,0.023084743
4333,NA,0.045871169
4334,NA,0.368118686
4335,NA,0.56082231
4336,NA,0.662809951
4337,NA,0.620011939
4338,NA,0.573518595
4339,NA,0.339188499
4340,NA,0.343523828
4341,NA,0.288978614
4342,NA,0.240109181
4343,NA,0.245315095
4344,NA,0.152693415
4345,NA,0.033181293
4346,NA,0.025618526
4347,NA,0.019956744
4348,NA,0.012414802
4349,NA,0.051216612
4350,NA,0.051216612
4351,NA,0.051216612
4352,NA,0.051216612
4353,NA,0.051216612
4354,NA,0.051216612
4355,NA,5.44E-06
4356,NA,0.04494059
4357,NA,0.089300425
4358,NA,0.716640887
4359,NA,1.091789723
4360,NA,1.29033578
4361,NA,1.207018072
4362,NA,1.116506418
4363,NA,0.660320587
4364,NA,0.668760458
4365,NA,0.562573697
4366,NA,0.467436355
4367,NA,0.47757105
4368,NA,0.297258326
4369,NA,0.064596209
4370,NA,0.049873271
4371,NA,0.038851108
4372,NA,0.024168712
4373,NA,0.061819988
4374,NA,0.061819988
4375,NA,0.061819988
4376,NA,0.061819988
4377,NA,0.061819988
4378,NA,0.061819988
4379,NA,6.56E-06
4380,NA,0.05424464
4381,NA,0.107788293
4382,NA,0.86500706
4383,NA,1.317822964
4384,NA,1.557474014
4385,NA,1.456907039
4386,NA,1.347656756
4387,NA,0.797026767
4388,NA,0.807213944
4389,NA,0.679043337
4390,NA,0.564209709
4391,NA,0.576442591
4392,NA,0.358799721
4393,NA,0.077969563
4394,NA,0.060198535
4395,NA,0.046894454
4396,NA,0.029172361
4397,NA,0.067898867
4398,NA,0.067898867
4399,NA,0.067898867
4400,NA,0.067898867
4401,NA,0.067898867
4402,NA,0.067898867
4403,NA,7.21E-06
4404,NA,0.059578621
4405,NA,0.118387325
4406,NA,0.950064883
4407,NA,1.447407055
4408,NA,1.710623458
4409,NA,1.600167537
4410,NA,1.480174461
4411,NA,0.875399956
4412,NA,0.886588858
4413,NA,0.745814987
4414,NA,0.619689545
4415,NA,0.63312531
4416,NA,0.394081194
4417,NA,0.085636462
4418,NA,0.066117974
4419,NA,0.051505676
4420,NA,0.032040936
4421,NA,0.050925974
4422,NA,0.050925974
4423,NA,0.050925974
4424,NA,0.050925974
4425,NA,0.050925974
4426,NA,0.050925974
4427,NA,5.41E-06
4428,NA,0.044685566
4429,NA,0.088793673
4430,NA,0.712574177
4431,NA,1.085594162
4432,NA,1.283013532
4433,NA,1.200168626
4434,NA,1.110170596
4435,NA,0.656573476
4436,NA,0.664965453
4437,NA,0.559381269
4438,NA,0.464783801
4439,NA,0.474860985
4440,NA,0.295571479
4441,NA,0.064229646
4442,NA,0.049590256
4443,NA,0.03863064
4444,NA,0.024031562
4445,NA,0.063943008
4446,NA,0.063943008
4447,NA,0.063943008
4448,NA,0.063943008
4449,NA,0.063943008
4450,NA,0.063943008
4451,NA,6.79E-06
4452,NA,0.056107508
4453,NA,0.111489955
4454,NA,0.894713103
4455,NA,1.363079595
4456,NA,1.610960733
4457,NA,1.506940091
4458,NA,1.393937938
4459,NA,0.824398233
4460,NA,0.834935258
4461,NA,0.70236302
4462,NA,0.58358578
4463,NA,0.596238763
4464,NA,0.371121608
4465,NA,0.080647191
4466,NA,0.062265871
4467,NA,0.048504901
4468,NA,0.030174197
4469,NA,0.046543178
4470,NA,0.046543178
4471,NA,0.046543178
4472,NA,0.046543178
4473,NA,0.046543178
4474,NA,0.046543178
4475,NA,4.94E-06
4476,NA,0.040839833
4477,NA,0.081151904
4478,NA,0.651248553
4479,NA,0.992165658
4480,NA,1.172594705
4481,NA,1.096879604
4482,NA,1.014626994
4483,NA,0.60006739
4484,NA,0.607737136
4485,NA,0.511239748
4486,NA,0.424783535
4487,NA,0.433993456
4488,NA,0.270133979
4489,NA,0.058701908
4490,NA,0.045322415
4491,NA,0.035306007
4492,NA,0.021963356
4493,NA,0.028111742
4494,NA,0.028111742
4495,NA,0.028111742
4496,NA,0.028111742
4497,NA,0.028111742
4498,NA,0.028111742
4499,NA,2.98E-06
4500,NA,0.024666963
4501,NA,0.049015162
4502,NA,0.393349407
4503,NA,0.599260868
4504,NA,0.708238705
4505,NA,0.662507332
4506,NA,0.612827352
4507,NA,0.362436355
4508,NA,0.367068826
4509,NA,0.308785103
4510,NA,0.256566177
4511,NA,0.262128902
4512,NA,0.163158966
4513,NA,0.035455527
4514,NA,0.02737441
4515,NA,0.021324572
4516,NA,0.013265708
4517,NA,0.047326691
4518,NA,0.047326691
4519,NA,0.047326691
4520,NA,0.047326691
4521,NA,0.047326691
4522,NA,0.047326691
4523,NA,5.02E-06
4524,NA,0.041527334
4525,NA,0.082518023
4526,NA,0.662211734
4527,NA,1.008867871
4528,NA,1.192334278
4529,NA,1.115344582
4530,NA,1.031707323
4531,NA,0.610168983
4532,NA,0.617967842
4533,NA,0.519846007
4534,NA,0.431934382
4535,NA,0.441299344
4536,NA,0.274681441
4537,NA,0.059690102
4538,NA,0.046085377
4539,NA,0.035900351
4540,NA,0.022333089
4541,NA,0.057124736
4542,NA,0.057124736
4543,NA,0.057124736
4544,NA,0.057124736
4545,NA,0.057124736
4546,NA,0.057124736
4547,NA,6.06E-06
4548,NA,0.050124739
4549,NA,0.09960173
4550,NA,0.799309438
4551,NA,1.217733799
4552,NA,1.439183259
4553,NA,1.346254385
4554,NA,1.245301703
4555,NA,0.736492275
4556,NA,0.745905732
4557,NA,0.627469733
4558,NA,0.521357763
4559,NA,0.532661553
4560,NA,0.331548743
4561,NA,0.072047745
4562,NA,0.055626433
4563,NA,0.043332802
4564,NA,0.026956709
4565,NA,0.062741922
4566,NA,0.062741922
4567,NA,0.062741922
4568,NA,0.062741922
4569,NA,0.062741922
4570,NA,0.062741922
4571,NA,6.66E-06
4572,NA,0.055053602
4573,NA,0.109395762
4574,NA,0.877907088
4575,NA,1.337475928
4576,NA,1.580700943
4577,NA,1.478634193
4578,NA,1.367754637
4579,NA,0.80891299
4580,NA,0.819252091
4581,NA,0.68917005
4582,NA,0.572623884
4583,NA,0.585039197
4584,NA,0.364150575
4585,NA,0.079132339
4586,NA,0.061096288
4587,NA,0.0475938
4588,NA,0.029607415
4589,NA,0.047058127
4590,NA,0.047058127
4591,NA,0.047058127
4592,NA,0.047058127
4593,NA,0.047058127
4594,NA,0.047058127
4595,NA,4.99E-06
4596,NA,0.04129168
4597,NA,0.082049759
4598,NA,0.658453892
4599,NA,1.003142864
4600,NA,1.185568158
4601,NA,1.109015354
4602,NA,1.025852709
4603,NA,0.606706466
4604,NA,0.614461069
4605,NA,0.516896045
4606,NA,0.429483291
4607,NA,0.438795109
4608,NA,0.27312271
4609,NA,0.059351379
4610,NA,0.045823857
4611,NA,0.035696628
4612,NA,0.022206356
4613,NA,0.059086512
4614,NA,0.059086512
4615,NA,0.059086512
4616,NA,0.059086512
4617,NA,0.059086512
4618,NA,0.059086512
4619,NA,6.27E-06
4620,NA,0.051846121
4621,NA,0.10302225
4622,NA,0.826759296
4623,NA,1.259553172
4624,NA,1.488607641
4625,NA,1.392487407
4626,NA,1.288067812
4627,NA,0.761784868
4628,NA,0.771521601
4629,NA,0.649018277
4630,NA,0.539262214
4631,NA,0.550954198
4632,NA,0.342934779
4633,NA,0.074522006
4634,NA,0.057536754
4635,NA,0.044820935
4636,NA,0.027882455
4637,NA,0.043008206
4638,NA,0.043008206
4639,NA,0.043008206
4640,NA,0.043008206
4641,NA,0.043008206
4642,NA,0.043008206
4643,NA,4.57E-06
4644,NA,0.037738032
4645,NA,0.074988385
4646,NA,0.601785973
4647,NA,0.916810292
4648,NA,1.083535683
4649,NA,1.013571173
4650,NA,0.93756568
4651,NA,0.554492039
4652,NA,0.561579265
4653,NA,0.472410891
4654,NA,0.392521061
4655,NA,0.401031485
4656,NA,0.249617199
4657,NA,0.054243476
4658,NA,0.04188016
4659,NA,0.032624502
4660,NA,0.020295231
4661,NA,0.025976645
4662,NA,0.025976645
4663,NA,0.025976645
4664,NA,0.025976645
4665,NA,0.025976645
4666,NA,0.025976645
4667,NA,2.76E-06
4668,NA,0.022793498
4669,NA,0.045292441
4670,NA,0.363474367
4671,NA,0.553746773
4672,NA,0.654447701
4673,NA,0.612189644
4674,NA,0.566282877
4675,NA,0.334909174
4676,NA,0.339189807
4677,NA,0.285332755
4678,NA,0.237079876
4679,NA,0.242220111
4680,NA,0.150766979
4681,NA,0.032762666
4682,NA,0.025295313
4683,NA,0.019704963
4684,NA,0.012258172
4685,NA,0.048893218
4686,NA,0.048893218
4687,NA,0.048893218
4688,NA,0.048893218
4689,NA,0.048893218
4690,NA,0.048893218
4691,NA,5.19E-06
4692,NA,0.042901902
4693,NA,0.085249395
4694,NA,0.684131145
4695,NA,1.042261705
4696,NA,1.231800906
4697,NA,1.152262828
4698,NA,1.06585715
4699,NA,0.630365762
4700,NA,0.638422766
4701,NA,0.537053068
4702,NA,0.446231542
4703,NA,0.455906487
4704,NA,0.28377348
4705,NA,0.061665863
4706,NA,0.047610817
4707,NA,0.037088664
4708,NA,0.023072321
4709,NA,0.059015582
4710,NA,0.059015582
4711,NA,0.059015582
4712,NA,0.059015582
4713,NA,0.059015582
4714,NA,0.059015582
4715,NA,6.26E-06
4716,NA,0.051783883
4717,NA,0.102898578
4718,NA,0.825766825
4719,NA,1.25804116
4720,NA,1.486820664
4721,NA,1.390815816
4722,NA,1.286521569
4723,NA,0.760870394
4724,NA,0.770595439
4725,NA,0.648239172
4726,NA,0.538614864
4727,NA,0.550292813
4728,NA,0.342523107
